&#65279;"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PCPWND6F","journalArticle","2009","Malice, M.; Baudoin, J.-P.","Genetic diversity and germplasm conservation of three minor Andean tuber crop species","Biotechnology, Agronomy, Society and Environment","","13706233 (ISSN)","","https://www.scopus.com/pages/publications/70349873337?origin=resultslist","In traditional Andean agrosystems, three minor tuber crop species are of regional or local importance: oca (Oxalis tuberosa Molina), ulluco (Ullucus tuberosus Caldas) and mashua (Tropaeolum tuberosum Ruiz & Pav.). Genetic diversity within these species is very large and could result from the high ecological and cultural variability that characterizes the Andean area. Nowadays, many anthropic or ecological factors cause the loss of diversity and contribute to genetic erosion. The development of conservation strategies for genetic resources of Andean tubers, in situ as well as ex situ, includes a better knowledge of diversity in addition to the study of Andean farming strategies linked to this genetic diversity.","2009","2026-07-10 21:17:59","2026-07-10 21:17:59","","441-448","","3","13","","""Biotechnologie, Agronomie, Societe et Environnement""","Diversité génétique et conservation du germoplasme de trois tubercules andins mineurs","","","","","Les Presses Agronomiques de Gembloux","","French","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 15; Correspondence Address: M. Malice; Univ. Liege - Gembloux Agro-Bio Tech, Department of Tropical Crop Husbandry and Horticulture, 2. B- 5030 Gembloux, Passage des Déportés, Belgium; email: malice.m@fsagx.ac.be</p>","","","Andean tubers; Bolivia; Ex situ conservation; Genetic diversity; In situ conservation; Mashua; Oca; Oxalis tuberosa; Phytogenetic resources; Tropaeolaceae; Tropaeolum tuberosum; Ulluco; Ullucus tuberosus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCGSXHN7","journalArticle","2026","Llaja-Zuta, E.; Fernández-Poquioma, D.M.; Añazco-Urbina, B.; Hernández-Amasifuen, A.D.; Condori-Apfata, J.A.","In Vitro Micropropagation of Oca (Oxalis tuberosa Mol.): An Important Plant Genetic Resource from the High Andean Region","Plants","","22237747 (ISSN)","10.3390/plants15010062","https://www.scopus.com/pages/publications/105027240969?origin=resultslist","Oca (Oxalis tuberosa Mol.) is an Andean crop with high nutritional and cultural value; however, its vegetative propagation makes it challenging to ensure a continuous supply of high-quality planting material. In this study, an efficient and reproducible in vitro propagation protocol was established for the oca genotype OT–001 (Amazonas, Peru), integrating shoot multiplication, rooting, and acclimatization. One-centimeter nodal segments were cultured in MS medium supplemented with 6-benzylaminopurine (BAP) or kinetin (KIN) at increasing concentrations ranging from 0.1 to 2.0 mg L&#8722;1. For rooting, one-centimeter shoots were transferred to MS medium supplemented with indole-3-butyric acid (IBA) or 1-naphthaleneacetic acid (NAA) at increasing concentrations ranging from 0.1 to 2.0 mg L&#8722;1. The variables evaluated four weeks after treatment initiation were regeneration percentage, rooting percentage, number of shoots per explant, number of roots per explant, number of nodes, and shoot length. The regeneration rate reached 100% with both BAP and KIN treatments; however, shoot proliferation was highest with 1.0 mg L&#8722;1 BAP, producing an average of 7.4 shoots per explant compared to 2.3 shoots in the control. Meanwhile, KIN concentrations of 0.2–0.5 mg L&#8722;1 promoted the development of longer shoots (up to 31.4 mm). In rooting, although the control achieved 93.3%, auxin supplementation improved root architecture. IBA at 0.1 mg L&#8722;1 achieved 100% rooting with the longest roots (23.9 mm), while 2.0 mg L&#8722;1 IBA maximized the number of roots (14.2 roots per explant). With NAA, the root systems were dense but shorter. The in vitro-regenerated plantlets exhibited 100% survival after 15 and 30 days of acclimatization in sterile agricultural soil, demonstrating the high quality of the plant material obtained. The protocol enables the production of homogeneous and vigorous plantlets throughout the year and provides a practical foundation for the ex situ conservation of oca germplasm and its commercial propagation. It also establishes the basis for advanced applications such as genetic transformation and gene editing. © 2025 by the authors.","2026","2026-07-10 21:17:59","2026-07-10 21:17:59","","","","1","15","","Plants","","","","","","Multidisciplinary Digital Publishing Institute (MDPI)","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 3; Correspondence Address: J.A. Condori-Apfata; Instituto de Investigación, Innovación y Desarrollo para el Sector Agrario y Agroindustrial (IIDAA), Facultad de Ingeniería y Ciencias Agrarias, Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas, Chachapoyas, Calle Higos Urco 342—Ciudad Universitaria, 01000, Peru; email: jorge.condori@untrm.edu.pe</p>","","","6-benzylaminopurine; Andean tuber crop; ex vitro acclimatization; germplasm conservation; indole-3-butyric acid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAGYBZR9","journalArticle","2016","Bonnave, M.; Bleeckx, T.; Terrazas, F.; Bertin, P.","Effect of the management of seed flows and mode of propagation on the genetic diversity in an Andean farming system: the case of oca (Oxalis tuberosa Mol.)","Agriculture and Human Values","","0889048X (ISSN)","10.1007/s10460-015-9646-3","https://www.scopus.com/pages/publications/84940706980?origin=resultslist","The seed system is a major component of traditional management of crop genetic diversity in developing countries. Seed flows are an important part of this system. They have been poorly studied for minor Andean crops, especially those that are propagated vegetatively. We examine the seed exchanges of Oxalis tuberosa Mol. (oca), a vegetatively propagated crop capable of sexual reproduction. We studied the seed exchanges of four rural communities in Candelaria district (Cochabamba department, Bolivia) at the international and local levels, emphasizing the spread of new sexually-produced genotypes through these exchanges. Interviews with 44 farmers generated socioeconomic, agronomic, crop diversity and seed exchange information, and data on the potential incorporation of new sexually-produced genotypes in the crop germplasm. We interviewed merchants to evaluate the input and output of genetic diversity in the communities studied. Results showed a positive effect of the farmers’ wealth on the diversity cultivated and on seed exchanges. Most seed exchanges occurred at market, creating a distinction between cash and self-consumption landraces. Cash landraces were intensively exchanged; self-consumption landraces were isolated at the farmer level and prone to genetic drift and complete loss. Merchants exported seeds of cash landraces across Bolivia and into Peru and Argentina. New sexually produced genotypes are less incorporated into cash landraces than in self-consumed landraces. However, new genotypes incorporated into cash landraces are diffused faster and better, being more intensively exchanged. We propose conservation strategies that can be applied to other vegetatively propagated and minor Andean crops. © 2015, Springer Science+Business Media Dordrecht.","2016","2026-07-10 21:17:59","2026-07-10 21:17:59","","673-688","","3","33","","Agric. Hum. Values","","","","","","Springer Science and Business Media B.V.","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 11; Correspondence Address: M. Bonnave; Earth and Life Institute, Université catholique de Louvain, Louvain-la-Neuve, Croix du Sud 2 – 11 (L7.05.11), 1348, Belgium; email: maxime.bonnave@gmail.com</p>","","","Andes; Landrace diversity; Minor crop; Propagation mode; Seed exchange; Wealth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHZJDHZ7","journalArticle","2014","Bonnave, M.; Bleeckx, G.; Rojas Beltrán, J.; Maughan, P.; Flamand, M.-C.; Terrazas, F.; Bertin, P.","Farmers' unconscious incorporation of sexually-produced genotypes into the germplasm of a vegetatively-propagated crop (Oxalis tuberosa Mol.)","Genetic Resources and Crop Evolution","","09259864 (ISSN)","10.1007/s10722-013-0068-z","https://www.scopus.com/pages/publications/84896050109?origin=resultslist","Clonal propagation and sexual reproduction have diametrically opposite effects on the genetic diversity of crops, permitting, respectively, the conservation of existing genotypes or the creation of new diversity. Oxalis tuberosa Mol. (""oca"") exhibits a heteromorphic self-incompatibility system and is traditionally propagated clonally but is capable of sexual reproduction. In this study we investigated the influence of sexual reproduction on the in situ genetic diversity of a vegetatively propagated crop, taking oca as a model plant. The occurrence of sexual reproduction in natural conditions and its use by farmers were studied through surveys and interviews, while the effect of sexual reproduction on the in situ genetic diversity was evaluated using microsatellite analysis. Plantlets issuing from sexual reproduction were encountered in five of the nine visited communities. The interviews indicated that six out of the nine interviewed farmers were likely, albeit unconsciously, incorporating clonal lineages issuing from sexual reproduction into their varieties. The microsatellite analysis indicated a strong effect of such incorporations on the genetic diversity of the plant varieties. Assignment tests confirmed the allogamy of oca. ""Complex varieties"", made up of individuals exhibiting genetically differentiated genotypes, were most likely the result of recent crossing. Unconscious incorporation of new genotypes into the cultivated oca germplasm is therefore highly likely, raising the question of its potential occurrence in other vegetatively propagated crops. These findings could have an important effect on the adaptive potential of oca, especially in light of the genetic erosion that threatens the crop. © 2013 Springer Science+Business Media Dordrecht.","2014","2026-07-10 21:17:59","2026-07-10 21:17:59","","721-740","","4","61","","Genet. Resour. Crop. Evol.","","","","","","Kluwer Academic Publishers","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 12; Correspondence Address: P. Bertin; Earth and Life Institute, Université Catholique de Louvain, 1348 Louvain-la-Neuve, Croix du Sud 2, 11 (L7.05.11), Belgium; email: pierre.bertin@uclouvain.be; CODEN: GRCEE</p>","","","agricultural management; genetic differentiation; Genetic diversity; genetic marker; genotype; germplasm; herb; Microsatellite; numerical model; Oxalis tuberosa; self incompatibility; sexual reproduction; Sexual reproduction; survey; Traditional crop management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPJKM9ER","journalArticle","2026","Taha, M.A.; Mohamed, M.F.; Mahmoud, A.M.; Tawfik, A.A.","Variability Assessment of New Developed Lines of Chia (Salvia hispanica L.)","International Journal of Horticultural Science and Technology","","23221461 (ISSN)","10.22059/ijhst.2025.390454.1030","https://www.scopus.com/pages/publications/105029807727?origin=resultslist","Three populations of chia (Salvia hispanica) were obtained from different sources. No meaningful differences were detected among them; therefore, a single population was selected for the present breeding assessment. Given the wide variation observed in plant height, this trait was used as a classification factor for the germplasm. Plant height is easily distinguished visually and is commonly used as an indicator of seed yield. The populations were classified into three categories based on height: tall (90– 110 cm), medium (70–89 cm), and short (50–69 cm). Because chia is a self-pollinated and self-fertilized crop, it was assumed to consist of a composite of pure lines. Progeny test results confirmed the genetic purity (homozygosity) of the selected plants within the different plant height categories. Narrow-sense heritability, estimated through parent–offspring regression, ranged from 0.26 for spike length to 0.97 for plant height. Accordingly, the expected selection response values were high for most of the traits studied. All traits exhibited strong genotypic associations, with some reaching unity (1.00) in their correlation with seed weight per plant. This was clearly reflected in the parameters of correlated response and the relative efficiency of indirect selection. Selection for seed weight influenced all other traits to varying degrees through correlated responses. Following tandem multi-trait selection, twelve true-breeding chia lines were developed. Among these, two lines (1 and 7) showed particular promise for genetic improvement of chia. These lines may be directly utilized in chia production, pending stability testing, or employed as parental genetic material in cross-breeding programs. © 2026 The author(s).","2026","2026-07-10 21:18:10","2026-07-10 21:18:10","","803-820","","4","13","","Int. J. Hortic. Sci. Technol.","","","","","","University of Tehran, College of Aburaihan","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 0; Correspondence Address: M.A. Taha; Floriculture Department, Faculty of Agriculture, Assiut University, Assiut, Egypt; email: Mona.Ahmed@aun.edu.eg</p>","","","Chia; Directional selection; Indirect selection; Negative selection-derived bulk-line; Progeny test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59NUXY2C","journalArticle","2026","Lara-Cabrera, S.; Rivas-Jaimes, G.; Prieto-Torres, D.A.; Sáenz-Romero, C.; Núñez-Landa, L.; Orozco-de Rosas, G.; Montero-Castro, J.-C.","Wild chia (Salvia hispanica) populations, endangered under global warming scenarios","Revista Mexicana de Biodiversidad","","18703453 (ISSN)","10.22201/ib.20078706e.2026.97.5730","https://www.scopus.com/pages/publications/105039962509?origin=resultslist","The conservation of crop wild relatives is particularly worrisome under global warming scenarios given their potential as sources of diversity for cultivars. Here we evaluate the potential effect of climate change through ecological niche modeling for wild chia (Salvia hispanica) populations as the closest crop wild relative. Current and future (2040, 2060, 2080) climatic conditions were modeled using 4 global climate models (ACCESS-CM2, BCC-CSM2-MR, MIROC6, and CanESM5) and 2 shared socioeconomic pathways (SSP2-4.5 and SSP5-8.5), accounting for both limited and long-distance dispersal scenarios. Current potential wild S. hispanica distribution is 192,789 km², 16.72% in climatically stable areas and coinciding with 184 Nature Conservancy Areas in Mexico and Guatemala. Unfortunately, by 2040, 2060, and 2080 wild chia's potential distribution would reduce by 60.81 to 83.07%, respectively under optimistic scenarios with potential of dispersion as well as pessimistic and non-dispersal scenarios. Furthermore, the most sensitive areas are in the Trans-Mexican Volcanic Belt, Pacific Coast, and Guatemala, which also are reportedly the most genetically diverse populations. We urge conservation efforts to increase wild germplasm collections and embark on in situ conservation with local communities to preserve the genetic reservoir of the species for future crop breeding. © 2026 Universidad Nacional Autónoma de México, Instituto de Biología. Open Access bajo la licencia CC BY-NC-ND (4.0)","2026","2026-07-10 21:18:10","2026-07-10 21:18:10","","","","","97","","Rev. Mex. Biodiversidad","Peligro de extinción de poblaciones silvestres de chía (Salvia hispanica) bajo escenarios de calentamiento global","","","","","Universidad Nacional Autonoma de Mexico","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 0; Correspondence Address: S. Lara-Cabrera; Universidad Michoacana de San Nicolás de Hidalgo, Facultad de Biología, Laboratorio de Biodiversidad y Biogeografía de Plantas, Morelia, Gral. Francisco J. Múgica s/n, Ciudad Universitaria, Edificio B2, 3er piso, Felicitas de Río, Michoacán, 58030, Mexico; email: sabina.lara@umich.mx</p>","","","Climate change; Environmental suitability; Species distribution; Vulnerability risk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPI3HJMC","journalArticle","2022","Thada, A.; Choudhary, B.R.; Bhardwaj, R.","Association analysis in chia (Salvia hispanica L.)","Electronic Journal of Plant Breeding","","0975928X (ISSN)","10.37992/2021.1204.172","https://www.scopus.com/pages/publications/85123245691?origin=resultslist","The present study was carried out in a set of germplasm accessions for yield related traits in Chia. Results of the correlation coefficient revealed a highly significant and positive effect of the number of primary branches, harvest index and oil content on seed yield per plant on both genotypic and phenotypic levels, while plant height had a positive significant correlation with seed yield only at the genotypic level. Through analysis of path coefficients, the positive and significant direct effect of harvest index on genotypic as well as phenotypic levels was inferred, whilst days to 50% flowering and plant height illustrated positive direct effects on seed yield per plant only at the genotypic level. Moderate direct and positive effects of days to maturity at the genotypic level along with the number of primary branches at the phenotypic level were observed on seed yield per plant. The study revealed that harvesting index, days to 50% flowering and fruiting branches could be used as selection criteria traits, which will be very useful in future breeding programmes to enhance yield in Chia. © 2022. Electronic Journal of Plant Breeding. All Rights Reserved.","2022","2026-07-10 21:18:10","2026-07-10 21:18:10","","1254-1260","","4","12","","Electron. J. Plant Breed.","","","","","","Indian Society of Plant Breeders","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 1; Correspondence Address: A. Thada; Agriculture Research Station, Mandor, Agriculture University, Jodhpur, Rajasthan, India; email: thadaantra@gmail.com</p>","","","Chia; Correlation coefficient; Path analysis; Selection criteria; Yield improvement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQ8D5BTR","journalArticle","2017","Palma-Rojas, C.; Gonzalez, C.; Carrasco, B.; Silva, H.; Silva-Robledo, H.","Genetic, cytological and molecular characterization of chia (Salvia hispanica L.) provenances","Biochemical Systematics and Ecology","","03051978 (ISSN)","10.1016/j.bse.2017.05.003","https://www.scopus.com/pages/publications/85020198503?origin=resultslist","Chia (Salvia hispanica L.) is a native plant to southern Mexico and northern Guatemala although in these days also is cultivated in others South American countries such as Bolivia and Argentina. This study describes a genetic, cytological and molecular characterization of nine provenances of Salvia hispanica. The genome size was estimated to be C = 0.84 pg of DNA. Also a quantitative description of the karyotype is presented. The karyo-idiogram analysis shows that pairs 5 and 6 of the chromosomes are in the limit between submetacentric and subtelocentric types. When the nine provenances were studied using ISSR markers we were able to observe a very low genetic variability for the ISSR loci analysed (h = 0.08–0.15; I = 0.10–0.23; P = 9.3–23.5%). Selfing and reduced genetic background produced by genetic drift and human selection, might explain in part the scarce genetic differentiation found among provenances. These genetic characterizations are part of the basic genetic information, which should be considered for improvement and germplasm conservation programs. © 2017 Elsevier Ltd","2017","2026-07-10 21:18:10","2026-07-10 21:18:10","","16-21","","","73","","Biochem. Syst. Ecol.","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 8; Correspondence Address: H. Silva; Universidad de Chile, Facultad de Ciencias Agronómicas, Departamento de Producción Agrícola, Laboratorio de Genómica Funcional & Bioinformática, La Pintana, Av. Santa Rosa 11315, 8820808, Chile; email: hesilva@uchile.cl; CODEN: BSECB</p>","","","Argentina; Bolivia; chromosome; Chromosome characterization; cytology; dicotyledon; DNA content; genetic analysis; genetic differentiation; genetic drift; genetic marker; Genetic variability; genome; Guatemala [Central America]; Guatemala [Guatemala (NTN)]; ISSR markers; Karyo-idiogram; karyotype; Mexico [North America]; molecular analysis; native species; provenance; Salvia hispanica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SWBMAZJ","journalArticle","2008","Gómez, J.A.H.; Colín, S.M.","Morphological characterization of chía (Salvia hispanica)","Revista Fitotecnia Mexicana","","01877380 (ISSN)","","https://www.scopus.com/pages/publications/54049085388?origin=resultslist","The genetic variability of chia (Salvia hispanica L.) has been decreasing. Thus, it is important to valorize the present diversity of Mesoamerican native chia species for a better conservation and use planning. In this study, the morphological variation of 22 cultivated and wild S. hispanica accessions was evaluated in 1999. Two plants of each chia accession were transplanted in randomized blocks design with four replications, under greenhouse conditions at Chapingo, México. Twenty three morphological characters of leaf, stem, inflorescence, flower and seed were recorded. Principal components and cluster analyses indicated six groups of chia accessions which were associated considering the similarity to width and length of corolla, width of calyx, seed scatter habit, stem thickness, time of flowering and branching. The cultivated chia groups from Jalisco, Puebla and Central America developed bigger, wider and more exposed corollas, longer, wider and compact inflorescences, indehiscent seeds and heavier seeds than wild chia group. On the other hand, the size of corolla, weight of seed and shatter habit of the cultivated group from Guerrero were similar to the wild chia group.","2008","2026-07-10 21:18:10","2026-07-10 21:18:10","","105-113","","2","31","","Rev. Fitotec. Mex.","Caracterización morfológica de chía (Salvia hispanica)","","","","","","","Spanish","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 18; Correspondence Address: J. A. H. Gómez; Departamento de Fitotecnia, Universidad Autónoma Chapingo, 56230, Chapingo, Estado de México, Km. 38.5 Carretera México-Texcoco, Mexico; email: alhdezg2@hotmail.com</p>","","","Germplasm; Mesoamerica; Salvia; Salvia hispanica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HF2AWVEI","journalArticle","2012","Jamboonsri, W.; Phillips, T.D.; Geneve, R.L.; Cahill, J.P.; Hildebrand, D.F.","Extending the range of an ancient crop, Salvia hispanica L.-a new &#969;3 source","Genetic Resources and Crop Evolution","","09259864 (ISSN)","10.1007/s10722-011-9673-x","https://www.scopus.com/pages/publications/84856722173?origin=resultslist","Chia, Salvia hispanica L., was well developed into a cultivated crop and an important component of Mesoamerican cultures and nutrition. Early Mesoamerican breeders produced lines with well developed agronomic characteristics including good, uniform seed yield and retention. Seed retention in particular is disadvantageous for survival in the wild. Maize, beans and squash were developed into important crops concomitant with chia in Mesoamerica but unlike these other crops lack of photoperiodic variability in floral induction limited the spread of chia cultivation into North America. There has been renewed interest in chia as an excellent source of &#969;3 fatty acids and dietary fiber for healthy diets. Such highly unsaturated oils also are useful starting materials for many renewable chemicals. Further we find chia grows very well in Midwestern and Eastern USA but flowers too late in the season for seeds to mature before killing frosts. We set out to develop the genetic diversity in floral induction to provide germplasm for production in the US and other temperate areas of the world. We demonstrate that new early flowering lines are able to flower under a photoperiod of 15 h under greenhouse conditions. In field conditions, some selected new lines flowered at a photoperiod of 14 h and 41 min during the 2009 growing season in Kentucky and can produce seeds in a range of environments in temperate areas. © 2011 Springer Science+Business Media B.V.","2012","2026-07-10 21:18:10","2026-07-10 21:18:10","","171-178","","2","59","","Genet. Resour. Crop. Evol.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 114; Correspondence Address: W. Jamboonsri; Department of Plant and Soil Sciences, University of Kentucky, Lexington, KY 40546, United States; email: dhild@uky.edu; CODEN: GRCEE</p>","","","agronomy; Chia; climbing plant; crop yield; cultivar; cultivation; fatty acid; Fiber; fieldwork; flower; Flowering; fruit; genetic resource; genetic variation; greenhouse ecosystem; growing season; legume; maize; Mutagenesis; North America; Omega-3 fatty acids; photoperiod; Photoperiod; plant breeding; Renewable resources; Salba; Salvia; Salvia hispanica; Salvia hispanica L; seed production; survival; temperate environment; Zea mays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EH3I3LYT","journalArticle","2025","Azzam, C.R.; Rizk, M.S.; Mostafa, S.S.M.; Arafa, R.A.; Al-Nabawi, M.S.; Morsi, N.A.A.; Nasr El-Din, M.M.; Taher, E.H.; Khaled, K.A.","Characterization of two novel chia (Salvia hispanica L.) white and black genotypes via DNA barcoding, physiological, and agronomic traits","Journal of Genetic Engineering and Biotechnology","","1687157X (ISSN)","10.1016/j.jgeb.2025.100545","https://www.scopus.com/pages/publications/105013637636?origin=resultslist","Background: Chia (Salvia hispanica L.) is recognized for its nutritional value and health-promoting compounds, including flavonoids. Aim: This study utilized DNA barcoding to identify and differentiate two novel chia genotypes, CACH-W and CACH-B, providing insights for breeding programs and genetic resource conservation (CA refers to the developer and CH refer to Chia). Methods: DNA was extracted from controlled samples and analyzed using five barcode markers: trnH-psbA, matK, rpoC1, rbcL, and ITS. Genetic diversity was evaluated through phylogenetic analysis with appropriate bioinformatics tools. Results: DNA barcoding using five markers (trnH-psbA, matK, rpoC1, rbcL, and ITS) successfully amplified sequences of 930 bp, 1520 bp, 2295 bp, 1910 bp, and 1630 bp, respectively. Among them, rbcL, rpoC1, and ITS effectively differentiated the two genotypes, and phylogenetic analysis confirmed their genetic identity and relationship with existing (Salvia hispanica L.) sequences. Functional analyses highlighted the conserved roles of key genes, including rbcL (carbon fixation), rpoC1 (chloroplast transcription), and matK (RNA splicing). The white genotype (CACH-W) outperformed the black genotype (CACH-B) in germination, physiological, and agronomic traits, achieving a higher seedling vigor index (11.68 vs. 8.51), longer radicle (6.94 cm vs. 5.02 cm), and greater total phenolic content (31.92 mg/g vs. 28.95 mg/g). Agronomically, CACH-W showed superior plant height, spike weight, and seed yield (1003.83 kg/feddan vs. 606.46 kg/feddan), making it a promising candidate for cultivation and breeding. Conclusion: This study demonstrates the effectiveness of certain plastome gene sequences in identifying and distinguishing chia varieties, offering a reliable tool for breeding, quality control, and germplasm conservation. The white genotype (CACH-W) outperformed the black genotype (CACH-B) in germination, physiological, and agronomic traits, achieving a higher seedling vigor index, longer radicle, and greater total phenolic content. Agronomically, CACH-W showed superior plant height, spike weight, and seed yield, making it a promising candidate for cultivation and breeding. The results also support the integration of marker-assisted selection for developing chia varieties with improved traits, enhancing their commercial and agricultural value. © 2025 The Author(s)","2025","2026-07-10 21:18:10","2026-07-10 21:18:10","","","","3","23","","J. Genet. Eng. Biotechnol.","","","","","","Elsevier B.V.","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 2; Correspondence Address: C.R. Azzam; Cell Research Department, FCRI, Agricultural Research Center (ARC), Giza, 12619, Egypt; email: clara.azzam@arc.sci.eg</p>","","","Chia (Salvia hispanica); Crop improvement; DNA markers; Genetic identification; Molecular barcoding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NVR3374S","journalArticle","2022","Orozco-Orozco, L.F.; López-Hoyos, J.H.; Espitia-Negrete, L.B.; Velásquez-Arroyo, C.E.; Rodríguez-Rodríguez, O.J.; Garnica-Montaña, J.P.","Floral biology of Arracacia xanthorrhiza Bancr. accessions from Colombia’s germplasm bank","Agronomia Mesoamericana","","22153608 (ISSN)","10.15517/am.v33i3.49469","https://www.scopus.com/pages/publications/85137931123?origin=resultslist","Introduction. The arracacha is a native Andean tuberous root, with higher productions in Brazil and Colombia. Among the limitations of the crop is the lack of information about reproductive biology (flowering and sexual seed production) stands out, which hinders the breeding of new varieties. The National Germplasm Bank System for Food and Agriculture (SBNAA) of Colombia, under the custody of the Corporacion Colombiana de Investigacion Agropecuaria (AGROSAVIA), conserves 71 accessions of Arracacia xanthorrhiza Bancr., where flowering is frequent in up to 10 % of them. Objective. To characterize the floral structure and describe the reproductive cycle of nine arracacha accessions that flowered between 2019 and 2020. Materials and methods. The study was conducted at La Selva Research Center, Rionegro, Antioquia, Colombia, where the germplasm back is kept. The morphological characterization of the accessions was carried out by recording sixteen variables at the level of floral structure, in addition to monitoring the reproductive cycle. Results. Four groupings were obtained where the variables pollen color, anther color, petal color, plant height, number of staminate flowers, and number of seeds had the greatest contribution to the variability found. The floral reproductive cycle lasted 73 days on average, in which four phenophases were found: 1. umbel emergence, 2. style separation, 3. pollen shedding, and 4. fruit filling, with an average duration of 11, 3, 4, and 55 days, respectively. Among the factors that induced flowering in arracacha were: age, plant genetics, and climate. Conclusion. The floral structures and reproductive cycle of the nine accessions of arracacha that flowered between 2019 and 2020 were characterized. © 2022 Agronomía Mesoamericana es desarrollada en la Universidad de Costa Rica bajo una licencia Creative Commons.","2022","2026-07-10 21:18:22","2026-07-10 21:18:22","","","","3","33","","Agron. Mesoam.","Biología floral de accesiones de Arracacia xanthorrhiza Bancr. del banco de germoplasma de Colombia","","","","","Universidad de Costa Rica","","Spanish","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 1; Correspondence Address: L.F. Orozco-Orozco; Corporación Colombiana de Investigación Agropecuaria (AGROSAVIA), Centro de Investigación La Selva, Rionegro, Antioquia, 054040, Colombia; email: lforozcoo@gmail.com</p>","","","Arracacha; characterization; flowering; morphology; notypic variability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
